image, pbr, normal_p, opacity_in, neus_rgb, neus_depth, eikonal
0.0036461399868130684, 0.7108526229858398, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0044815074652433395, 0.7227849364280701, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.003228922840207815, 0.7247356176376343, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.002672511851415038, 0.7253333926200867, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0044355131685733795, 0.7193883657455444, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0033100913278758526, 0.7369277477264404, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004323047585785389, 0.7224504351615906, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0025003086775541306, 0.7490944862365723, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0025957676116377115, 0.7490885853767395, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.00454477034509182, 0.7285452485084534, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0030014761723577976, 0.7406393885612488, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.002877791179344058, 0.7441794276237488, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.003785283537581563, 0.7310820817947388, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004842512309551239, 0.7278802990913391, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0043985312804579735, 0.727124035358429, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004761503543704748, 0.7299418449401855, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0029095634818077087, 0.7429940104484558, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004878271371126175, 0.7067119479179382, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004006571136415005, 0.7309869527816772, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.002721923403441906, 0.7476495504379272, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004480433184653521, 0.7296387553215027, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004526526667177677, 0.7232511043548584, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.003360206261277199, 0.7488832473754883, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004599380772560835, 0.7317328453063965, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005859170109033585, 0.7196309566497803, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.007449066266417503, 0.7134009599685669, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.003928852267563343, 0.7444096803665161, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005013788118958473, 0.7307795882225037, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0048446049913764, 0.7292488813400269, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0042260317131876945, 0.7348304986953735, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0031942513305693865, 0.7492653727531433, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0033249184489250183, 0.7496632933616638, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0045684571377933025, 0.739547610282898, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0031427661888301373, 0.7504161596298218, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006640820298343897, 0.7177097797393799, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006161535158753395, 0.7194180488586426, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004342450760304928, 0.738833487033844, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.003386407159268856, 0.7491308450698853, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.007842852734029293, 0.7208170890808105, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006073539145290852, 0.7203171253204346, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006447357591241598, 0.7175460457801819, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.00428143423050642, 0.7352901101112366, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.00362171558663249, 0.7409595847129822, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.008152364753186703, 0.7203851938247681, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004771593492478132, 0.7372390031814575, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005745276343077421, 0.720736563205719, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004089510999619961, 0.7473347783088684, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006099219433963299, 0.7243267893791199, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.007623250130563974, 0.7181207537651062, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.00552518293261528, 0.724051296710968, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0035745278000831604, 0.746056854724884, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.003781357780098915, 0.7465600967407227, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005475516431033611, 0.7219841480255127, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0035437927581369877, 0.7418403625488281, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.007288570515811443, 0.7127994298934937, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004218794871121645, 0.743125319480896, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004914441145956516, 0.7410988211631775, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.003808871377259493, 0.7463568449020386, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004150455817580223, 0.7411891222000122, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006448029074817896, 0.7205753922462463, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0034328505862504244, 0.7434661388397217, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004634025041013956, 0.7379939556121826, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.003954175394028425, 0.744888186454773, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006129423622041941, 0.7150946855545044, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0078860092908144, 0.7190324068069458, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0035013649612665176, 0.7471816539764404, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004105445928871632, 0.729699432849884, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005338379181921482, 0.7297875285148621, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0051432764157652855, 0.7341831922531128, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005104136653244495, 0.7359968423843384, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005919271148741245, 0.723494827747345, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0068164486438035965, 0.7143080234527588, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005578497890383005, 0.7146658897399902, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005663645453751087, 0.7239124178886414, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005559446290135384, 0.7290917634963989, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.004969284404069185, 0.7378305792808533, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006325180642306805, 0.7262222766876221, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005478617735207081, 0.7139596939086914, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005555932875722647, 0.7317914366722107, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006225503049790859, 0.7176975607872009, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.006654713302850723, 0.7194433808326721, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.008042873814702034, 0.7140187621116638, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0069874245673418045, 0.7137965559959412, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.007802377920597792, 0.71685791015625, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005846161860972643, 0.7245431542396545, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.0036947415210306644, 0.7503588199615479, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
0.005351176485419273, 0.7210071682929993, 0.0, 0.0, 0.0, 0.0, 5.006715297698975
